level,word,choice_1,choice_2,choice_3,answer,explanation,status
5,prosopopoeia,a rhetorical device giving voice to an absent or imaginary speaker,lack of rhetorical device giving voice to an absent or imaginary speaker,a long-term result caused by rhetorical device giving voice to an absent or imaginary speaker,1,Prosopopoeia means a rhetorical device giving voice to an absent or imaginary speaker.,approved
5,synecdoche,a figure of speech using a part for the whole or whole for a part,lack of figure of speech using a part for the whole or whole for a part,a personal reaction connected to figure of speech using a part for the whole or whole for a part,1,Synecdoche means a figure of speech using a part for the whole or whole for a part.,approved
5,theodicy,defense of divine goodness despite evil,lack of defense of divine goodness despite evil,a social situation shaped by defense of divine goodness despite evil,1,Theodicy means defense of divine goodness despite evil.,approved
5,thaumaturgy,the working of miracles or magic,lack of working of miracles or magic,a careful judgment involving working of miracles or magic,1,Thaumaturgy means the working of miracles or magic.,approved
5,heterodoxy,belief contrary to accepted doctrine,doubt or refusal to accept,a formal decision about belief contrary to accepted doctrine,1,Heterodoxy means belief contrary to accepted doctrine.,approved
5,orthopraxy,correct practice or conduct,lack of correct practice or conduct,a social situation shaped by correct practice or conduct,1,Orthopraxy means correct practice or conduct.,approved
5,apophaticism,theological description by saying what cannot be said of God,lack of theological description by saying what cannot be said of God,a written record concerning theological description by saying what cannot be said of God,1,Apophaticism means theological description by saying what cannot be said of God.,approved
5,cataphasis,affirmative theological statement about divine qualities,lack of affirmative theological statement about divine qualities,a long-term result caused by affirmative theological statement about divine qualities,1,Cataphasis means affirmative theological statement about divine qualities.,approved
5,esoterica,specialized obscure knowledge or objects,lack of specialized obscure knowledge or objects,a long-term result caused by specialized obscure knowledge or objects,1,Esoterica means specialized obscure knowledge or objects.,approved
5,hypokeimenon,underlying subject or substrate,lack of underlying subject or substrate,a personal reaction connected to underlying subject or substrate,1,Hypokeimenon means underlying subject or substrate.,approved
5,alterity,otherness or the state of being different,lack of otherness or the state of being different,a formal decision about otherness or the state of being different,1,Alterity means otherness or the state of being different.,approved
5,simulacrum,a copy or representation without an original reality,lack of copy or representation without an original reality,a formal decision about copy or representation without an original reality,1,Simulacrum means a copy or representation without an original reality.,approved
5,hyperreality,a condition where representation feels more real than reality,lack of condition where representation feels more real than reality,a careful judgment involving condition where representation feels more real than reality,1,Hyperreality means a condition where representation feels more real than reality.,approved
5,intersubjectivity,shared understanding between conscious subjects,lack of shared understanding between conscious subjects,a rule used when dealing with shared understanding between conscious subjects,1,Intersubjectivity means shared understanding between conscious subjects.,approved
5,metanarrative,an overarching explanatory story or theory,lack of overarching explanatory story or theory,a social situation shaped by overarching explanatory story or theory,1,Metanarrative means an overarching explanatory story or theory.,approved
5,rhizome,a non-hierarchical network of connections,lack of non-hierarchical network of connections,a personal reaction connected to non-hierarchical network of connections,1,Rhizome means a non-hierarchical network of connections.,approved
5,deterritorialization,the removal of social cultural or spatial boundaries,lack of removal of social cultural or spatial boundaries,a written record concerning removal of social cultural or spatial boundaries,1,Deterritorialization means the removal of social cultural or spatial boundaries.,approved
5,reterritorialization,the reestablishment of boundaries or context,lack of reestablishment of boundaries or context,a formal decision about reestablishment of boundaries or context,1,Reterritorialization means the reestablishment of boundaries or context.,approved
5,hauntology,the persistence of lost futures or absent presences,lack of persistence of lost futures or absent presences,a public discussion about persistence of lost futures or absent presences,1,Hauntology means the persistence of lost futures or absent presences.,approved
5,différance,Derrida's concept of meaning through contrast and deferral,lack of Derrida's concept of meaning through contrast and deferral,a rule used when dealing with Derrida's concept of meaning through contrast and deferral,1,Différance means Derrida's concept of meaning through difference and deferral.,approved
5,bricolage,creation from diverse available materials,lack of creation from diverse available materials,a rule used when dealing with creation from diverse available materials,1,Bricolage means creation from diverse available materials.,approved
5,interpellation,the process by which ideology addresses and forms subjects,lack of process by which ideology addresses and forms subjects,a public discussion about process by which ideology addresses and forms subjects,1,Interpellation means the process by which ideology addresses and forms subjects.,approved
5,logocentrism,privileging speech reason or central meaning,lack of privileging speech reason or central meaning,a personal reaction connected to privileging speech reason or central meaning,1,Logocentrism means privileging speech reason or central meaning.,approved
5,phallocentrism,privileging masculine authority or perspective,lack of privileging masculine authority or perspective,a written record concerning privileging masculine authority or perspective,1,Phallocentrism means privileging masculine authority or perspective.,approved
5,heteroglossia,the coexistence of multiple voices or social languages,lack of coexistence of multiple voices or social languages,a long-term result caused by coexistence of multiple voices or social languages,1,Heteroglossia means the coexistence of multiple voices or social languages.,approved
5,dialogism,meaning created through dialogue among voices,lack of meaning created through dialogue among voices,a formal decision about meaning created through dialogue among voices,1,Dialogism means meaning created through dialogue among voices.,approved
5,chronotope,the connected representation of time and space in narrative,lack of connected representation of time and space in narrative,a public discussion about connected representation of time and space in narrative,1,Chronotope means the connected representation of time and space in narrative.,approved
5,carnivalesque,literary inversion of hierarchy through humor and excess,lack of literary inversion of hierarchy through humor and excess,a formal decision about literary inversion of hierarchy through humor and excess,1,Carnivalesque means literary inversion of hierarchy through humor and excess.,approved
5,defamiliarization,making the familiar seem strange,lack of making the familiar seem strange,a formal decision about making the familiar seem strange,1,Defamiliarization means making the familiar seem strange.,approved
5,mimesis,imitation or representation of reality,lack of imitation or representation of reality,a written record concerning imitation or representation of reality,1,Mimesis means imitation or representation of reality.,approved
5,poesis,creative making or poetic production,lack of creative making or poetic production,a public discussion about creative making or poetic production,1,Poesis means creative making or poetic production.,approved
5,metonymy,a figure of speech using an associated term,lack of figure of speech using an associated term,a careful judgment involving figure of speech using an associated term,1,Metonymy means a figure of speech using an associated term.,approved
5,hypallage,a figure in which an adjective is transferred to another noun,lack of figure in which an adjective is transferred to another noun,a public discussion about figure in which an adjective is transferred to another noun,1,Hypallage means a figure in which an adjective is transferred to another noun.,approved
5,anagnorisis,a moment of critical recognition in drama,lack of moment of critical recognition in drama,a personal reaction connected to moment of critical recognition in drama,1,Anagnorisis means a moment of critical recognition in drama.,approved
5,hamartia,a tragic error or flaw,lack of tragic error or flaw,a formal decision about tragic error or flaw,1,Hamartia means a tragic error or flaw.,approved
5,peripeteia,a sudden reversal of fortune,lack of sudden reversal of fortune,a formal decision about sudden reversal of fortune,1,Peripeteia means a sudden reversal of fortune.,approved
5,catharsis,emotional purification or release,lack of emotional purification or release,a formal decision about emotional purification or release,1,Catharsis means emotional purification or release.,approved
5,enthymeme,a rhetorical syllogism with an unstated premise,lack of rhetorical syllogism with an unstated premise,a social situation shaped by rhetorical syllogism with an unstated premise,1,Enthymeme means a rhetorical syllogism with an unstated premise.,approved
5,enthusiasmos,divine inspiration or inspired ecstasy,lack of divine inspiration or inspired ecstasy,a rule used when dealing with divine inspiration or inspired ecstasy,1,Enthusiasmos means divine inspiration or inspired ecstasy.,approved
5,parrhesia,bold frank speech,lack of bold frank speech,a personal reaction connected to bold frank speech,1,Parrhesia means bold frank speech.,approved
5,kairos,the opportune moment,lack of opportune moment,a careful judgment involving opportune moment,1,Kairos means the opportune moment.,approved
5,doxa,common belief or opinion,doubt or refusal to accept,a formal decision about common belief or opinion,1,Doxa means common belief or opinion.,approved
5,telos,an end purpose or goal,lack of end purpose or goal,a personal reaction connected to end purpose or goal,1,Telos means an end purpose or goal.,approved
5,praxis,practice informed by theory,lack of practice informed by theory,a long-term result caused by practice informed by theory,1,Praxis means practice informed by theory.,approved
5,poiesis,bringing something into being through making,lack of bringing something into being through making,a personal reaction connected to bringing something into being through making,1,Poiesis means bringing something into being through making.,approved
5,gnosis,spiritual knowledge,lack of spiritual knowledge,a written record concerning spiritual knowledge,1,Gnosis means spiritual knowledge.,approved
5,anamnesis,recollection especially of innate knowledge or sacred memory,lack of recollection especially of innate knowledge or sacred memory,a careful judgment involving recollection especially of innate knowledge or sacred memory,1,Anamnesis means recollection especially of innate knowledge or sacred memory.,approved
5,apocatastasis,ultimate restoration of all things,lack of ultimate restoration of all things,a rule used when dealing with ultimate restoration of all things,1,Apocatastasis means ultimate restoration of all things.,approved
5,kenosis,self-emptying especially of divine status,lack of self-emptying especially of divine status,a formal decision about self-emptying especially of divine status,1,Kenosis means self-emptying especially of divine status.,approved
5,theosis,divinization or union with God,lack of divinization or union with God,a public discussion about divinization or union with God,1,Theosis means divinization or union with God.,approved
5,homoousion,being of the same substance,lack of being of the same substance,a written record concerning being of the same substance,1,Homoousion means being of the same substance.,approved
5,filioque,the doctrine that the Holy Spirit proceeds from the Son as well as the Father,lack of doctrine that the Holy Spirit proceeds from the Son as well as the Father,a rule used when dealing with doctrine that the Holy Spirit proceeds from the Son as well as the Father,1,Filioque means the doctrine that the Holy Spirit proceeds from the Son as well as the Father.,approved
5,monism,the view that reality is ultimately one,lack of view that reality is ultimately one,a rule used when dealing with view that reality is ultimately one,1,Monism means the view that reality is ultimately one.,approved
5,dualism,the view that reality has two fundamental kinds,lack of view that reality has two fundamental kinds,a careful judgment involving view that reality has two fundamental kinds,1,Dualism means the view that reality has two fundamental kinds.,approved
5,pluralism,the view that many kinds or values coexist,lack of view that many kinds or values coexist,a social situation shaped by view that many kinds or values coexist,1,Pluralism means the view that many kinds or values coexist.,approved
5,panentheism,the belief that God includes but exceeds the universe,doubt or refusal to accept,a written record concerning God includes but exceeds the universe,1,Panentheism means the belief that God includes but exceeds the universe.,approved
5,pantheism,the belief that God and the universe are identical,doubt or refusal to accept,a social situation shaped by God and the universe are identical,1,Pantheism means the belief that God and the universe are identical.,approved
5,solipsism,the view that only one's own mind is certain,lack of view that only one's own mind is certain,a public discussion about view that only one's own mind is certain,1,Solipsism means the view that only one's own mind is certain.,approved
5,nominalism,the view that universals are only names,lack of view that universals are only names,a careful judgment involving view that universals are only names,1,Nominalism means the view that universals are only names.,approved
5,realism,the view that things exist independently of perception,lack of view that things exist independently of perception,a formal decision about view that things exist independently of perception,1,Realism means the view that things exist independently of perception.,approved
5,essentialism,belief in fixed core properties,doubt or refusal to accept,a rule used when dealing with fixed core properties,1,Essentialism means belief in fixed essential properties.,approved
5,particularism,focus on individual cases rather than universal rules,lack of focus on individual cases rather than universal rules,a public discussion about focus on individual cases rather than universal rules,1,Particularism means focus on individual cases rather than universal rules.,approved
5,voluntarism,emphasis on choice or will,lack of emphasis on choice or will,a personal reaction connected to emphasis on choice or will,1,Voluntarism means emphasis on will or voluntary action.,approved
5,compatibilism,the view that free will and determinism can coexist,lack of view that free will and determinism can coexist,a personal reaction connected to view that free will and determinism can coexist,1,Compatibilism means the view that free will and determinism can coexist.,approved
5,incompatibilism,the view that free will and determinism cannot coexist,lack of view that free will and determinism cannot coexist,a careful judgment involving view that free will and determinism cannot coexist,1,Incompatibilism means the view that free will and determinism cannot coexist.,approved
5,consequentialism,the view that consequences determine moral value,lack of view that consequences determine moral value,a written record concerning view that consequences determine moral value,1,Consequentialism means the view that consequences determine moral value.,approved
5,deontology,ethics based on duties and rules,lack of ethics based on duties and rules,a careful judgment involving ethics based on duties and rules,1,Deontology means ethics based on duties and rules.,approved
5,contractualism,the view that morality is based on justifiable agreement,clear disagreement or refusal to cooperate,a written record concerning view that morality is based on justifiable agreement,1,Contractualism means the view that morality is based on justifiable agreement.,approved
5,foundationalism,the view that knowledge rests on basic beliefs,doubt or refusal to accept,a social situation shaped by view that knowledge rests on basic beliefs,1,Foundationalism means the view that knowledge rests on basic beliefs.,approved
5,coherentism,the view that beliefs are justified by coherence within a system,doubt or refusal to accept,a long-term result caused by view that beliefs are justified by coherence within a system,1,Coherentism means the view that beliefs are justified by coherence within a system.,approved
5,infinitism,the view that justification requires an infinite chain of reasons,lack of view that justification requires an infinite chain of reasons,a careful judgment involving view that justification requires an infinite chain of reasons,1,Infinitism means the view that justification requires an infinite chain of reasons.,approved
5,presentism,the view that only now exists or judging earlier eras by today's values,lack of view that only now exists or judging earlier eras by today's values,a social situation shaped by view that only now exists or judging earlier eras by today's values,1,Presentism means the view that only the present exists or judging past by present values.,approved
5,eternalism,the view that past present and future are equally real,lack of view that past present and future are equally real,a careful judgment involving view that past present and future are equally real,1,Eternalism means the view that past present and future are equally real.,approved
5,mereology,the study of parts and wholes,lack of study of parts and wholes,a personal reaction connected to study of parts and wholes,1,Mereology means the study of parts and wholes.,approved
5,supervenience,dependence where higher-level properties cannot change without lower-level changes,lack of dependence where higher-level properties cannot change without lower-level changes,a formal decision about dependence where higher-level properties cannot change without lower-level chang,1,Supervenience means dependence where higher-level properties cannot change without lower-level changes.,approved
5,qualia,subjective qualities of experience,lack of subjective qualities of experience,a public discussion about subjective qualities of experience,1,Qualia means subjective qualities of experience.,approved
5,intentionality,the directedness of mental states toward objects,lack of directedness of mental states toward objects,a public discussion about directedness of mental states toward objects,1,Intentionality means the directedness of mental states toward objects.,approved
5,phenomenalism,the view that physical objects are reducible to experiences,lack of view that physical objects are reducible to experiences,a public discussion about view that physical objects are reducible to experiences,1,Phenomenalism means the view that physical objects are reducible to experiences.,approved
5,eliminativism,the view that some common mental concepts should be eliminated,lack of view that some common mental concepts should be eliminated,a long-term result caused by view that some common mental concepts should be eliminated,1,Eliminativism means the view that some common mental concepts should be eliminated.,approved
5,reductionism,explaining complex things by reducing them to simpler parts,lack of explaining complex things by reducing them to simpler parts,a written record concerning explaining complex things by reducing them to simpler parts,1,Reductionism means explaining complex things by reducing them to simpler parts.,approved
5,emergentism,the view that complex systems have new properties not reducible to parts,lack of view that complex systems have new properties not reducible to parts,a social situation shaped by view that complex systems have new properties not reducible to parts,1,Emergentism means the view that complex systems have new properties not reducible to parts.,approved
5,externalism,the view that meaning or justification depends partly on outside factors,lack of view that meaning or justification depends partly on outside factors,a long-term result caused by view that meaning or justification depends partly on outside factors,1,Externalism means the view that meaning or justification depends partly on external factors.,approved
5,internalism,the view that justification or mental content depends on inner factors,lack of view that justification or mental content depends on inner factors,a personal reaction connected to view that justification or mental content depends on inner factors,1,Internalism means the view that justification or mental content depends on internal factors.,approved
5,expressivism,the view that moral statements express attitudes,lack of view that moral statements express attitudes,a careful judgment involving view that moral statements express attitudes,1,Expressivism means the view that moral statements express attitudes.,approved
5,cognitivism,the view that moral statements express beliefs capable of truth,doubt or refusal to accept,a written record concerning view that moral statements express beliefs capable of truth,1,Cognitivism means the view that moral statements express beliefs capable of truth.,approved
5,noncognitivism,the view that moral statements do not state truth-apt beliefs,doubt or refusal to accept,a formal decision about view that moral statements do not state truth-apt beliefs,1,Noncognitivism means the view that moral statements do not state truth-apt beliefs.,approved
5,verificationism,the view that meaning depends on observable confirmation,lack of view that meaning depends on observable confirmation,a formal decision about view that meaning depends on observable confirmation,1,Verificationism means the view that meaning depends on possible verification.,approved
5,falsificationism,the view that scientific claims must be refutable by evidence,lack of view that scientific claims must be refutable by evidence,a social situation shaped by view that scientific claims must be refutable by evidence,1,Falsificationism means the view that scientific claims must be testable by falsification.,approved
5,positivism,the view that knowledge should be based on observable facts,lack of view that knowledge should be based on observable facts,a social situation shaped by view that knowledge should be based on observable facts,1,Positivism means the view that knowledge should be based on observable facts.,approved
5,historicism,interpretation through the context of its era,lack of interpretation through the context of its era,a social situation shaped by interpretation through the context of its era,1,Historicism means interpretation through historical context.,approved
5,perspectivism,the view that knowledge is shaped by perspective,lack of view that knowledge is shaped by perspective,a public discussion about view that knowledge is shaped by perspective,1,Perspectivism means the view that knowledge is shaped by perspective.,approved
5,constructivism,the view that knowledge or meaning is constructed,lack of view that knowledge or meaning is constructed,a careful judgment involving view that knowledge or meaning is constructed,1,Constructivism means the view that knowledge or meaning is constructed.,approved
5,conventionalism,the view that principles depend on convention,lack of view that principles depend on convention,a personal reaction connected to view that principles depend on convention,1,Conventionalism means the view that principles depend on convention.,approved
5,indeterminacy,the state of not being fixed or determinate,lack of state of not being fixed or determinate,a written record concerning state of not being fixed or determinate,1,Indeterminacy means the state of not being fixed or determinate.,approved
5,underdetermination,insufficient evidence to determine a single theory,lack of insufficient evidence to determine a single theory,a careful judgment involving insufficient evidence to determine a single theory,1,Underdetermination means insufficient evidence to determine a single theory.,approved
5,commensurability,the ability to be measured by a common standard,inability or lack of skill,a careful judgment involving ability to be measured by a common standard,1,Commensurability means the ability to be measured by a common standard.,approved
5,incommensurability,the lack of a common measure or shared standard,the strong presence of a common measure or shared standard,a written record concerning lack of a common measure or shared standard,1,Incommensurability means the lack of a common measure or shared standard.,approved
5,reflexivity,self-reference or mutual influence between observer and object,lack of self-reference or mutual influence between observer and object,a rule used when dealing with self-reference or mutual influence between observer and object,1,Reflexivity means self-reference or mutual influence between observer and object.,approved
5,recursivity,repetition of a process within itself,lack of repetition of a process within itself,a careful judgment involving repetition of a process within itself,1,Recursivity means repetition of a process within itself.,approved
5,abjection,a state of degradation exclusion or extreme humiliation,lack of state of degradation exclusion or extreme humiliation,a careful judgment involving state of degradation exclusion or extreme humiliation,1,Abjection means a state of degradation exclusion or extreme humiliation.,approved
5,adiaphora,matters considered morally indifferent,lack of matters considered morally indifferent,a public discussion about matters considered morally indifferent,1,Adiaphora means matters considered morally indifferent.,approved
5,allegoresis,interpretation of a text as allegory,lack of interpretation of a text as allegory,a social situation shaped by interpretation of a text as allegory,1,Allegoresis means interpretation of a text as allegory.,approved
5,anamorphosis,a distorted image that appears correct from a particular viewpoint,lack of distorted image that appears correct from a particular viewpoint,a long-term result caused by distorted image that appears correct from a particular viewpoint,1,Anamorphosis means a distorted image that appears correct from a particular viewpoint.,approved
5,anomie,social instability caused by lack of norms,inability or lack of skill,a careful judgment involving social instability caused by lack of norms,1,Anomie means social instability caused by lack of norms.,approved
5,antinomy,a contradiction between two reasonable principles,lack of contradiction between two reasonable principles,a public discussion about contradiction between two reasonable principles,1,Antinomy means a contradiction between two reasonable principles.,approved
5,antiphon,a short chant sung responsively,lack of short chant sung responsively,a rule used when dealing with short chant sung responsively,1,Antiphon means a short chant sung responsively.,approved
5,archetype,an original model or recurring symbolic pattern,lack of original model or recurring symbolic pattern,a social situation shaped by original model or recurring symbolic pattern,1,Archetype means an original model or recurring symbolic pattern.,approved
5,arete,excellence or virtue,lack of excellence or virtue,a public discussion about excellence or virtue,1,Arete means excellence or virtue.,approved
5,askesis,disciplined practice or self-denial,lack of disciplined practice or self-denial,a rule used when dealing with disciplined practice or self-denial,1,Askesis means disciplined practice or self-denial.,approved
5,assensus,assent or agreement of the mind,clear disagreement or refusal to cooperate,a long-term result caused by assent or agreement of the mind,1,Assensus means assent or agreement of the mind.,approved
5,auctoritas,authority prestige or authoritative influence,lack of authority prestige or authoritative influence,a personal reaction connected to authority prestige or authoritative influence,1,Auctoritas means authority prestige or authoritative influence.,approved
5,beatitude,supreme blessedness or happiness,lack of supreme blessedness or happiness,a social situation shaped by supreme blessedness or happiness,1,Beatitude means supreme blessedness or happiness.,approved
5,chiasmus,a reversed parallel structure in language,lack of reversed parallel structure in language,a personal reaction connected to reversed parallel structure in language,1,Chiasmus means a reversed parallel structure in language.,approved
5,circumlocution,indirect or overly wordy expression,lack of indirect or overly wordy expression,a formal decision about indirect or overly wordy expression,1,Circumlocution means indirect or overly wordy expression.,approved
5,coenobium,a monastic community,lack of monastic community,a written record concerning monastic community,1,Coenobium means a monastic community.,approved
5,conatus,an innate drive to persist in existence,lack of innate drive to persist in existence,a formal decision about innate drive to persist in existence,1,Conatus means an innate drive to persist in existence.,approved
5,consubstantiation,the doctrine that Christ's body and blood coexist with bread and wine,lack of doctrine that Christ's body and blood coexist with bread and wine,a public discussion about doctrine that Christ's body and blood coexist with bread and wine,1,Consubstantiation means the doctrine that Christ's body and blood coexist with bread and wine.,approved
5,cryptonym,a secret name or code name,lack of secret name or code name,a public discussion about secret name or code name,1,Cryptonym means a secret name or code name.,approved
5,daemonology,the study of demons,lack of study of demons,a rule used when dealing with study of demons,1,Daemonology means the study of demons.,approved
5,decalog,the Ten Commandments or a set of ten rules,lack of Ten Commandments or a set of ten rules,a public discussion about Ten Commandments or a set of ten rules,1,Decalog means the Ten Commandments or a set of ten rules.,approved
5,demiurge,a creator figure or subordinate maker of the world,lack of creator figure or subordinate maker of the world,a written record concerning creator figure or subordinate maker of the world,1,Demiurge means a creator figure or subordinate maker of the world.,approved
5,denotation,literal or primary meaning,lack of literal or primary meaning,a formal decision about literal or primary meaning,1,Denotation means literal or primary meaning.,approved
5,deontics,the logic or study of duty and obligation,lack of logic or study of duty and obligation,a social situation shaped by logic or study of duty and obligation,1,Deontics means the logic or study of duty and obligation.,approved
5,diagesis,narrative world or telling within a story,lack of narrative world or telling within a story,a formal decision about narrative world or telling within a story,1,Diagesis means narrative world or telling within a story.,approved
5,diatribe,a bitter verbal attack,lack of bitter verbal attack,a social situation shaped by bitter verbal attack,1,Diatribe means a bitter verbal attack.,approved
5,diptych,a two-panel artwork or paired writing,lack of two-panel artwork or paired writing,a formal decision about two-panel artwork or paired writing,1,Diptych means a two-panel artwork or paired writing.,approved
5,docetism,the doctrine that Christ only seemed to have a physical body,lack of doctrine that Christ only seemed to have a physical body,a public discussion about doctrine that Christ only seemed to have a physical body,1,Docetism means the doctrine that Christ only seemed to have a physical body.,approved
5,ecphrasis,vivid verbal description of a visual artwork,lack of vivid verbal description of a visual artwork,a rule used when dealing with vivid verbal description of a visual artwork,1,Ecphrasis means vivid verbal description of a visual artwork.,approved
5,ekphrasis,vivid verbal description of a visual artwork,lack of vivid verbal description of a visual artwork,a rule used when dealing with vivid verbal description of a visual artwork,1,Ekphrasis means vivid verbal description of a visual artwork.,approved
5,elenchus,Socratic questioning used to expose contradiction,lack of Socratic questioning used to expose contradiction,a long-term result caused by Socratic questioning used to expose contradiction,1,Elenchus means Socratic questioning used to expose contradiction.,approved
5,emanationism,the doctrine that reality flows from a divine source,lack of doctrine that reality flows from a divine source,a formal decision about doctrine that reality flows from a divine source,1,Emanationism means the doctrine that reality flows from a divine source.,approved
5,emplotment,the arrangement of events into a narrative plot,lack of arrangement of events into a narrative plot,a social situation shaped by arrangement of events into a narrative plot,1,Emplotment means the arrangement of events into a narrative plot.,approved
5,enantiomorph,a mirror-image form not superimposable on its counterpart,lack of mirror-image form not superimposable on its counterpart,a formal decision about mirror-image form not superimposable on its counterpart,1,Enantiomorph means a mirror-image form not superimposable on its counterpart.,approved
5,energeia,actuality or active realization,lack of actuality or active realization,a personal reaction connected to actuality or active realization,1,Energeia means actuality or active realization.,approved
5,epiclesis,an invocation of the Holy Spirit in liturgy,lack of invocation of the Holy Spirit in liturgy,a public discussion about invocation of the Holy Spirit in liturgy,1,Epiclesis means an invocation of the Holy Spirit in liturgy.,approved
5,epiphenomenon,a secondary effect without independent causal force,lack of secondary effect without independent causal force,a written record concerning secondary effect without independent causal force,1,Epiphenomenon means a secondary effect without independent causal force.,approved
5,epistocracy,rule by the knowledgeable,lack of rule by the knowledgeable,a social situation shaped by rule by the knowledgeable,1,Epistocracy means rule by the knowledgeable.,approved
5,eremitism,the practice of living as a hermit,lack of practice of living as a hermit,a personal reaction connected to practice of living as a hermit,1,Eremitism means the practice of living as a hermit.,approved
5,eschaton,the final event or end of history,lack of final event or end of history,a written record concerning final event or end of history,1,Eschaton means the final event or end of history.,approved
5,eudaimonia,human flourishing or well-being,lack of human flourishing or well-being,a social situation shaped by human flourishing or well-being,1,Eudaimonia means human flourishing or well-being.,approved
5,exegesis,critical explanation of a text,lack of critical explanation of a text,a long-term result caused by critical explanation of a text,1,Exegesis means critical explanation of a text.,approved
5,fabulism,a literary mode using fable myth or fantasy,lack of literary mode using fable myth or fantasy,a social situation shaped by literary mode using fable myth or fantasy,1,Fabulism means a literary mode using fable myth or fantasy.,approved
5,facticity,the condition of being factual or given,lack of condition of being factual or given,a formal decision about condition of being factual or given,1,Facticity means the condition of being factual or given.,approved
5,figuration,representation through imagery or forms,lack of representation through imagery or forms,a rule used when dealing with representation through imagery or forms,1,Figuration means representation through figures images or forms.,approved
5,finitude,the state of being limited,lack of state of being limited,a long-term result caused by state of being limited,1,Finitude means the state of being limited.,approved
5,flânerie,idle urban wandering and observation,lack of idle urban wandering and observation,a careful judgment involving idle urban wandering and observation,1,Flânerie means idle urban wandering and observation.,approved
5,glossolalia,speaking in tongues,lack of speaking in tongues,a social situation shaped by speaking in tongues,1,Glossolalia means speaking in tongues.,approved
5,hagiography,writing about saints or overly admiring biography,lack of writing about saints or overly admiring biography,a long-term result caused by writing about saints or overly admiring biography,1,Hagiography means writing about saints or overly admiring biography.,approved
5,hamartiology,the theological study of sin,lack of theological study of sin,a personal reaction connected to theological study of sin,1,Hamartiology means the theological study of sin.,approved
