level,word,choice_1,choice_2,choice_3,answer,explanation,status
2,manage,to control or handle,to arrive secretly,to smell bad,1,Manage means to control or handle something.,approved
2,mandate,to officially require,to explain casually,to play for fun,1,Mandate means to officially order or require something.,approved
2,measure,to find size or amount,to speak in public,to replace a part,1,Measure means to find the size amount or degree of something.,approved
2,monitor,to watch and check over time,to break into pieces,to thank formally,1,Monitor means to watch something carefully over a period of time.,approved
2,navigate,to find and follow a route,to make a request,to forget a plan,1,Navigate means to find the way through a place or situation.,approved
2,occur,to happen,to buy,to clean,1,Occur means to happen.,approved
2,operate,to run or control a machine or business,to lend money,to close tightly,1,Operate means to run or control something.,approved
2,participate,to take part,to keep quiet,to sell cheaply,1,Participate means to take part in an activity.,approved
2,persuade,to make someone agree or act,to wash clothes,to stop growing,1,Persuade means to make someone do or believe something by reasoning.,approved
2,preserve,to keep safe or unchanged,to throw away,to hurry,1,Preserve means to keep something in good condition or unchanged.,approved
2,prevent,to stop something from happening,to begin a story,to taste food,1,Prevent means to stop something from happening.,approved
2,process,to handle or deal with in steps,to speak without sound,to disappear suddenly,1,Process means to handle something through a series of steps.,approved
2,promote,to support or help advance,to blame unfairly,to turn around,1,Promote means to support or help something grow or advance.,approved
2,propose,to suggest a plan or idea,to clean a table,to break a rule,1,Propose means to suggest a plan or idea.,approved
2,purchase,to buy,to refuse,to shout,1,Purchase means to buy something.,approved
2,recover,to get better or get back,to travel forward,to ask permission,1,Recover means to get better or get something back.,approved
2,refer,to mention or direct someone to,to cook in oil,to divide equally,1,Refer means to mention something or direct someone to a source.,approved
2,release,to let go or make available,to hold forever,to arrive early,1,Release means to let something go or make it available.,approved
2,remain,to stay in the same place or condition,to grow quickly,to explain poorly,1,Remain means to stay or continue to be.,approved
2,require,to need or demand,to sleep deeply,to move aside,1,Require means to need or officially demand something.,approved
2,reserve,to keep for future use,to damage on purpose,to shout loudly,1,Reserve means to keep something for later use.,approved
2,resist,to fight against or refuse,to publish online,to travel abroad,1,Resist means to fight against or refuse to accept something.,approved
2,resolve,to solve or decide firmly,to clean a window,to borrow briefly,1,Resolve means to solve a problem or decide firmly.,approved
2,restrict,to limit,to improve,to smell,1,Restrict means to limit what someone can do.,approved
2,retain,to keep,to lose,to cook,1,Retain means to keep something.,approved
2,review,to look at again carefully,to turn off,to carry away,1,Review means to examine or look at something again.,approved
2,reveal,to make known or show,to cover fully,to arrive slowly,1,Reveal means to make something known or visible.,approved
2,revoke,to officially cancel,to provide food,to learn fast,1,Revoke means to officially cancel permission or a decision.,approved
2,schedule,to plan for a certain time,to forget by accident,to clean with soap,1,Schedule means to plan something for a certain time.,approved
2,seek,to try to find or get,to close gently,to save money,1,Seek means to try to find or get something.,approved
2,shift,to move or change,to thank someone,to make public,1,Shift means to move or change position or direction.,approved
2,source,to get from a particular place,to interrupt often,to draw a line,1,Source means to get something from a particular place.,approved
2,struggle,to try hard with difficulty,to finish easily,to smell sweet,1,Struggle means to try very hard when something is difficult.,approved
2,submit,to send for review or approval,to hide from view,to cook badly,1,Submit means to send something for review or approval.,approved
2,substitute,to use one thing in place of another,to refuse payment,to travel alone,1,Substitute means to use someone or something instead of another.,approved
2,suffer,to experience pain or difficulty,to gain a prize,to open a shop,1,Suffer means to experience pain trouble or difficulty.,approved
2,supply,to provide what is needed,to break completely,to answer late,1,Supply means to provide something needed.,approved
2,survey,to ask questions or look over,to sleep outside,to win a race,1,Survey means to ask people questions or examine an area.,approved
2,target,to aim at or choose as a goal,to clean slowly,to forget safely,1,Target means to choose someone or something as a goal.,approved
2,urge,to strongly advise or ask,to paint lightly,to arrive quietly,1,Urge means to strongly advise or ask someone to do something.,approved
2,view,to look at or consider,to close down,to pay back,1,View means to look at something or think about it in a certain way.,approved
2,violate,to break a rule or law,to help a friend,to keep warm,1,Violate means to break a rule law or agreement.,approved
2,withdraw,to take back or remove,to start again,to taste carefully,1,Withdraw means to take something back or remove it.,approved
2,unusual,not common or ordinary,very easy to carry,ready to eat,1,Unusual means not common or not ordinary.,approved
2,economic,related to money trade or business,related to weather,related to sleep,1,Economic means related to the economy money or business.,approved
2,financial,related to money,related to cooking,related to sports,1,Financial means related to money.,approved
2,environmental,related to nature and surroundings,related to grammar,related to music,1,Environmental means related to the natural world or surroundings.,approved
2,operational,related to how something works,related to old buildings,related to private feelings,1,Operational means related to how a business system or machine works.,approved
2,competitive,trying to win or be better,very quiet,not available,1,Competitive means trying to win or be better than others.,approved
2,demanding,requiring a lot of effort,very cheap,not real,1,Demanding means requiring much effort skill or attention.,approved
2,limited,not much or not many,very famous,fully open,1,Limited means restricted in amount number or time.,approved
2,surrounding,near or around something,final and complete,hard to believe,1,Surrounding means around or near something.,approved
2,nationwide,across a whole country,inside one room,only at night,1,Nationwide means across an entire country.,approved
2,worldwide,around the world,inside a city,for one person,1,Worldwide means in many parts of the world.,approved
2,overseas,in or to another country across the sea,under the ground,inside a house,1,Overseas means in or to a foreign country especially across the sea.,approved
2,global,worldwide,local only,very small,1,Global means related to the whole world.,approved
2,unexpected,not expected,very regular,not useful,1,Unexpected means not expected or surprising.,approved
2,critical,very important or serious,very friendly,not finished,1,Critical means very important serious or needing careful judgment.,approved
2,effective,working well,hard to see,not allowed,1,Effective means producing the wanted result.,approved
2,productive,able to produce good results,very old,not safe,1,Productive means producing a lot or useful results.,approved
2,profitable,making money,losing time,hard to explain,1,Profitable means making money or benefit.,approved
2,strategic,related to a careful plan,related to smell,not public,1,Strategic means related to a plan for reaching a goal.,approved
2,technical,related to special knowledge or machines,very kind,not expensive,1,Technical means related to special knowledge machines or methods.,approved
2,regulatory,related to official rules,related to dreams,not serious,1,Regulatory means related to official rules or control.,approved
2,commercial,related to business or selling,related to sleep,not useful,1,Commercial means related to business or selling.,approved
2,residential,related to homes,related to machines,very sudden,1,Residential means related to places where people live.,approved
2,historical,related to the past,related to payment,not open,1,Historical means related to history or the past.,approved
2,architectural,related to building design,related to food,not common,1,Architectural means related to the design of buildings.,approved
2,professional,related to work or a skilled job,related to weather,very tiny,1,Professional means related to a job that needs skill or training.,approved
2,comprehensive,including many details,very poor,not expected,1,Comprehensive means complete and including many details.,approved
2,extensive,large in amount or area,very private,not ready,1,Extensive means large in amount size or range.,approved
2,significant,important or noticeable,very sleepy,not clean,1,Significant means important or large enough to notice.,approved
2,major,large or important,very local,not real,1,Major means large important or serious.,approved
2,absolutely,completely or definitely,rarely,only locally,1,Absolutely means completely or definitely.,approved
2,actively,in a way that involves action,with no interest,by accident,1,Actively means in a way that involves action or effort.,approved
2,additionally,in addition,never before,with difficulty,1,Additionally means in addition or also.,approved
2,annually,once a year,every minute,not often,1,Annually means once a year.,approved
2,automatically,by itself or without direct control,with strong emotion,after many years,1,Automatically means by itself or without direct human control.,approved
2,constantly,all the time or repeatedly,only once,with no plan,1,Constantly means all the time or repeatedly.,approved
2,dramatically,greatly or suddenly,quietly and privately,not clearly,1,Dramatically means greatly suddenly or noticeably.,approved
2,effectively,in a way that works well,without purpose,only overseas,1,Effectively means in a way that produces the desired result.,approved
2,eventually,in the end,at the beginning,never again,1,Eventually means in the end after some time.,approved
2,extensively,widely or in great detail,only a little,by chance,1,Extensively means widely or in great detail.,approved
2,financially,in relation to money,with strong smell,without sound,1,Financially means in a way related to money.,approved
2,globally,around the world,inside one room,with no reason,1,Globally means around the world.,approved
2,heavily,very much or with great weight,not enough,only once,1,Heavily means very much or with great weight.,approved
2,independently,without help or control from others,by law,only sometimes,1,Independently means without help or control from others.,approved
2,initially,at first,at last,never,1,Initially means at first.,approved
2,internationally,between or among countries,inside one town,only at home,1,Internationally means between or among countries.,approved
2,locally,in a nearby area or community,worldwide,with danger,1,Locally means in a local area.,approved
2,officially,formally or by authority,secretly,by mistake,1,Officially means formally or with official authority.,approved
2,particularly,especially,never,too slowly,1,Particularly means especially.,approved
2,potentially,possibly,definitely not,only once,1,Potentially means possibly or with the ability to happen.,approved
2,primarily,mainly,rarely,too late,1,Primarily means mainly or chiefly.,approved
2,rapidly,very quickly,very quietly,not yet,1,Rapidly means very quickly.,approved
2,significantly,noticeably or importantly,not at all,only outside,1,Significantly means in an important or noticeable way.,approved
2,strongly,with force or strong feeling,without reason,not clearly,1,Strongly means with force or strong feeling.,approved
2,unexpectedly,in a surprising way,as planned,not often,1,Unexpectedly means in a way that was not expected.,approved
2,account,a record or service for money or access,a kind of meal,a public road,1,An account is a record or service used for money information or access.,approved
2,achievement,something successfully done,a short delay,a broken rule,1,An achievement is something completed successfully.,approved
2,advantage,a helpful condition,a loud warning,a private room,1,An advantage is something that helps you succeed.,approved
2,agency,an organization that provides a service,a small mistake,a kind of weather,1,An agency is an organization that provides a service.,approved
2,analysis,a careful study,a sudden trip,a cooking tool,1,Analysis is a careful study of something.,approved
2,applicant,a person who applies,a person who teaches music,a broken machine,1,An applicant is a person who applies for something.,approved
2,appointment,a planned meeting or job selection,a type of food,a lost document,1,An appointment is a planned meeting or an official choice for a job.,approved
2,arrangement,a plan or order,a strong smell,a sudden illness,1,An arrangement is a plan or the way things are organized.,approved
2,assignment,a task given to someone,a place to sleep,a public holiday,1,An assignment is a task that someone is asked to do.,approved
2,assistance,help,a punishment,a price,1,Assistance means help.,approved
2,audience,the people watching or listening,a written rule,a small machine,1,An audience is a group of people watching or listening.,approved
2,authority,the power to make decisions,a quiet sound,a temporary home,1,Authority is the power to make decisions or give orders.,approved
2,balance,an even state or amount,a loud argument,a new employee,1,Balance is an even or steady state.,approved
2,behavior,the way someone acts,a type of building,a travel ticket,1,Behavior is the way a person or animal acts.,approved
2,benefit,a good result or help,a serious mistake,a short message,1,A benefit is a helpful or good result.,approved
2,budget,a plan for spending money,a cooking method,a kind of meeting,1,A budget is a plan for how money will be spent.,approved
2,campaign,organized actions for a goal,a private password,a heavy tool,1,A campaign is a planned set of actions for a goal.,approved
2,candidate,a person considered for a job or position,a final payment,a small problem,1,A candidate is a person considered for a job position or award.,approved
2,capacity,the amount something can hold or do,a city street,a personal opinion,1,Capacity is the amount something can hold or the ability to do something.,approved
2,category,a group of similar things,a broken part,a short visit,1,A category is a group of similar things.,approved
2,challenge,a difficult task or problem,a simple answer,a safe place,1,A challenge is a difficult task or problem.,approved
2,circumstance,a condition or fact around a situation,a loud sound,a yearly payment,1,A circumstance is a fact or condition connected with a situation.,approved
2,client,a customer who receives a service,a person who drives a bus,a hidden danger,1,A client is a customer who receives a professional service.,approved
2,colleague,a person you work with,a person you do not know,a legal document,1,A colleague is a person you work with.,approved
2,commitment,a promise or responsibility,a small discount,a weather report,1,A commitment is a promise or responsibility.,approved
2,committee,a group chosen to make decisions,a single customer,a quick repair,1,A committee is a group chosen to discuss or decide something.,approved
2,community,a group of people living or working together,a business expense,a written test,1,A community is a group of people connected by place or interest.,approved
2,competition,a contest or rivalry,a written request,a safe choice,1,Competition is a contest or rivalry between people or groups.,approved
2,complaint,a statement that something is wrong,a large profit,a planned visit,1,A complaint is a statement that something is wrong or unsatisfactory.,approved
2,concern,a worry or important matter,a travel route,a free sample,1,A concern is a worry or an important matter.,approved
2,condition,the state of something or a requirement,a new idea,a public speech,1,A condition is the state of something or a requirement.,approved
2,conference,a large formal meeting,a private kitchen,a short delay,1,A conference is a large formal meeting.,approved
2,confidence,belief in ability or truth,a type of tax,a final page,1,Confidence is belief in yourself or in something.,approved
2,conflict,a serious disagreement,a good result,a work schedule,1,A conflict is a serious disagreement or problem.,approved
2,consequence,a result of an action,a person applying,a simple tool,1,A consequence is a result of an action.,approved
2,consultant,a person who gives expert advice,a person who repairs roads,a yearly event,1,A consultant is a person who gives expert advice.,approved
2,consumer,a person who buys or uses goods,a person who writes laws,a document copy,1,A consumer is a person who buys or uses goods or services.,approved
2,contact,a person or act of communication,a fixed price,a broken promise,1,A contact is a person you communicate with or the act of communicating.,approved
2,contract,a legal agreement,a short break,a new habit,1,A contract is a legal agreement.,approved
2,contribution,something given to help,a quick refusal,a local rule,1,A contribution is something given to help a person project or cause.,approved
2,cooperation,working together,a serious loss,a public complaint,1,Cooperation is the act of working together.,approved
2,coordinator,a person who organizes activities,a person who buys products,a machine part,1,A coordinator is a person who organizes people or activities.,approved
2,customer,a person who buys goods or services,a person who makes laws,a hidden cost,1,A customer is a person who buys goods or services.,approved
2,database,an organized collection of data,a short meeting,a cooking place,1,A database is an organized collection of information.,approved
2,deadline,the latest time something must be done,a small reward,a travel bag,1,A deadline is the latest time by which something must be done.,approved
2,decision,a choice made after thinking,a kind of machine,a repeated sound,1,A decision is a choice made after thinking.,approved
2,department,a part of an organization,a type of ticket,a personal habit,1,A department is a part of an organization.,approved
2,description,words that say what something is like,a money plan,a safety rule,1,A description says what someone or something is like.,approved
2,destination,the place someone is going to,a hidden problem,a formal request,1,A destination is the place someone is going to.,approved
2,detail,a small piece of information,a new worker,a public road,1,A detail is a small piece of information.,approved
2,development,growth or improvement,a sudden mistake,a small payment,1,Development is growth progress or improvement.,approved
2,difficulty,a problem or something hard,a kind of profit,a written guide,1,A difficulty is a problem or something hard to do.,approved
2,discussion,a talk about something,a legal payment,a broken tool,1,A discussion is a talk about a subject.,approved
2,distribution,the act of giving or spreading things,a private opinion,a short holiday,1,Distribution is the act of giving or spreading things.,approved
2,document,a written or digital record,a meeting room,a food order,1,A document is a written or digital record.,approved
2,economy,the system of money and business,a personal feeling,a city map,1,An economy is the system of money trade and business in an area.,approved
2,edition,a version of a publication,a work problem,a public office,1,An edition is a particular version of a book magazine or other publication.,approved
2,efficiency,the ability to avoid waste,a strong complaint,a travel plan,1,Efficiency is the ability to do something without wasting time or resources.,approved
2,employee,a person who works for a company,a person who buys a product,a legal rule,1,An employee is a person who works for an employer.,approved
2,employer,a person or company that gives jobs,a person who receives help,a training document,1,An employer is a person or company that hires workers.,approved
2,environment,the surroundings or natural world,a fixed appointment,a financial report,1,The environment is the surroundings or natural world.,approved
2,equipment,tools or machines needed for a job,a written promise,a group of customers,1,Equipment means the tools or machines needed for a task.,approved
2,evaluation,a judgment of value or quality,a short trip,a public sale,1,An evaluation is a judgment of value quality or performance.,approved
2,evidence,information showing something is true,a business partner,a late payment,1,Evidence is information that helps show something is true.,approved
2,examination,a test or careful check,a useful product,a final profit,1,An examination is a test or careful check.,approved
2,exception,something not included in a rule,a common customer,a usual result,1,An exception is something that does not follow a rule.,approved
2,executive,a senior manager,a new student,a product sample,1,An executive is a senior manager in an organization.,approved
2,expectation,a belief about what will happen,a legal document,a local office,1,An expectation is a belief about what will happen.,approved
2,experience,knowledge from doing or seeing things,a sudden sound,a free ticket,1,Experience is knowledge gained from doing or seeing things.,approved
2,explanation,a statement that makes something clear,a yearly budget,a broken rule,1,An explanation makes something clear or understandable.,approved
2,facility,a place or equipment for a purpose,a personal doubt,a printed edition,1,A facility is a place or equipment provided for a particular purpose.,approved
2,factor,something that affects a result,a person who complains,a final document,1,A factor is something that affects a result.,approved
2,feedback,comments about performance or quality,a hidden danger,a travel cost,1,Feedback is comments or information about how well something is done.,approved
2,finance,money management,a public event,a written description,1,Finance is the management of money.,approved
2,foundation,the base or support for something,a job interview,a customer list,1,A foundation is the base or support for something.,approved
2,framework,a basic structure or system,a private complaint,a yearly reward,1,A framework is a basic structure or system.,approved
2,function,the purpose or job of something,a travel destination,a personal worry,1,A function is the purpose or job of something.,approved
2,generation,a group of people born around the same time,a sudden rule,a small detail,1,A generation is a group of people born around the same period.,approved
2,guideline,a rule or advice for how to do something,a final result,a work machine,1,A guideline is advice or a rule about how to do something.,approved
2,headquarters,the main office of an organization,a short message,a product problem,1,Headquarters is the main office of an organization.,approved
2,impact,a strong effect,a written appointment,a small category,1,An impact is a strong effect or influence.,approved
2,improvement,a change that makes something better,a legal conflict,a public audience,1,An improvement is a change that makes something better.,approved
2,incident,an event especially a problem,a long agreement,a local customer,1,An incident is an event especially one that causes trouble.,approved
2,income,money received,a meeting plan,a useful tool,1,Income is money received from work business or investment.,approved
2,industry,a type of business activity,a personal schedule,a written answer,1,An industry is a type of business activity.,approved
2,influence,the power to affect someone or something,a travel document,a fixed deadline,1,Influence is the power to affect people or events.,approved
2,information,facts or knowledge,a hidden cost,a broken machine,1,Information means facts or knowledge.,approved
2,initiative,a new plan or ability to act first,a customer payment,a loud argument,1,An initiative is a new plan or the ability to act first.,approved
2,inspection,a careful check,a public benefit,a private goal,1,An inspection is a careful check of something.,approved
2,instance,an example or case,a work machine,a serious debt,1,An instance is an example or case of something.,approved
2,instruction,information telling how to do something,a financial result,a local product,1,An instruction tells someone how to do something.,approved
2,insurance,protection against financial loss,a planned meeting,a short explanation,1,Insurance is protection against financial loss or damage.,approved
2,intention,a plan or purpose,a public rule,a job title,1,An intention is a plan or purpose.,approved
2,interaction,communication or action between people or things,a final decision,a product price,1,Interaction is communication or action between people or things.,approved
2,interview,a formal meeting with questions,a small discount,a city office,1,An interview is a formal meeting where questions are asked.,approved
2,investment,money put into something for future benefit,a short complaint,a travel route,1,An investment is money or effort put into something for future benefit.,approved
2,judgment,an opinion or decision,a machine tool,a public event,1,Judgment is an opinion or decision after thinking.,approved
2,knowledge,information and understanding,a private room,a late fee,1,Knowledge is information and understanding.,approved
2,leadership,the ability to guide people,a printed document,a customer request,1,Leadership is the ability to guide or lead people.,approved
2,limitation,a limit or restriction,a business award,a meeting place,1,A limitation is a limit or restriction.,approved
2,location,a place or position,a legal rule,a work habit,1,A location is a place or position.,approved
2,maintenance,the work of keeping something in good condition,a first meeting,a short description,1,Maintenance is the work of keeping something in good condition.,approved
2,management,the control or organization of work,a food order,a hidden message,1,Management is the control or organization of people or work.,approved
2,manufacturer,a company that makes goods,a person who buys goods,a legal complaint,1,A manufacturer is a company that makes goods.,approved
2,marketing,the work of promoting and selling products,a formal punishment,a travel document,1,Marketing is the work of promoting and selling products.,approved
2,measurement,the size or amount found by measuring,a business partner,a personal goal,1,A measurement is a size or amount found by measuring.,approved
2,membership,the state of belonging to a group,a product defect,a final report,1,Membership is the state of belonging to a group.,approved
2,method,a way of doing something,a public office,a work delay,1,A method is a way of doing something.,approved
2,motivation,a reason or desire to do something,a legal contract,a local customer,1,Motivation is a reason or desire to do something.,approved
2,negotiation,a discussion to reach agreement,a written test,a small tool,1,Negotiation is discussion to reach an agreement.,approved
2,objective,a goal,a personal habit,a short road,1,An objective is a goal.,approved
2,operation,the process of working or running something,a free sample,a private worry,1,An operation is the process of working or running something.,approved
2,opportunity,a chance to do something,a final complaint,a heavy machine,1,An opportunity is a chance to do something.,approved
2,organization,a group with a purpose or the act of arranging,a small error,a travel ticket,1,An organization is a group with a purpose or the act of arranging things.,approved
2,outcome,a result,a meeting room,a job title,1,An outcome is a result.,approved
2,participant,a person who takes part,a person who refuses,a written rule,1,A participant is a person who takes part in something.,approved
2,partnership,a relationship of working together,a product failure,a public warning,1,A partnership is a relationship in which people or groups work together.,approved
2,payment,money paid,a work location,a strong opinion,1,A payment is money paid for something.,approved
2,performance,how well someone or something works or acts,a private message,a free product,1,Performance is how well someone or something does a task.,approved
2,permission,approval to do something,a company office,a careful study,1,Permission is approval to do something.,approved
2,perspective,a way of thinking or seeing,a yearly profit,a broken agreement,1,A perspective is a way of thinking about or seeing something.,approved
2,platform,a system or raised surface used for a purpose,a small mistake,a written complaint,1,A platform is a system or surface used for a particular purpose.,approved
2,accountability,responsibility for results or actions,a small discount,a weather change,1,Accountability means responsibility for results or actions.,approved
2,accuracy,the quality of being correct,a business trip,a public room,1,Accuracy is the quality of being correct.,approved
2,adaptation,a change made to fit a new situation,a final payment,a broken tool,1,Adaptation is a change made to fit a new situation.,approved
2,adjustment,a small change,a legal argument,a cooking method,1,An adjustment is a small change made to improve or fit something.,approved
2,administration,the management of an organization,a short mistake,a travel path,1,Administration is the management of an organization or system.,approved
2,advocate,a person who supports an idea or cause,a person who repairs cars,a sudden delay,1,An advocate is a person who supports an idea or cause.,approved
2,ambition,a strong desire to succeed,a quiet place,a small rule,1,Ambition is a strong desire to succeed.,approved
2,ancestor,a family member from the past,a current customer,a new machine,1,An ancestor is a family member who lived in the past.,approved
2,anniversary,a yearly date of an important event,a daily task,a product problem,1,An anniversary is a yearly date of an important event.,approved
2,anticipation,a feeling of expecting something,a formal apology,a local office,1,Anticipation is a feeling of expecting something to happen.,approved
2,anxiety,worry or nervousness,a work reward,a public ticket,1,Anxiety is worry or nervousness.,approved
2,approval,permission or agreement,a short journey,a broken promise,1,Approval means permission or agreement.,approved
2,asset,a useful or valuable thing,a small complaint,a late decision,1,An asset is a useful or valuable thing.,approved
2,assumption,something accepted as true without proof,a final receipt,a safe location,1,An assumption is something accepted as true without proof.,approved
2,atmosphere,the feeling of a place or air around earth,a sales contract,a small defect,1,Atmosphere means the feeling of a place or the air around Earth.,approved
2,attraction,something interesting or appealing,a formal restriction,a short document,1,An attraction is something interesting or appealing.,approved
2,availability,the state of being ready to use or get,a legal conflict,a personal habit,1,Availability is the state of being ready to use or get.,approved
2,backbone,the main support or strength,a yearly report,a small discount,1,Backbone means the main support or strength of something.,approved
2,bargain,a good deal or agreement,a fixed error,a work complaint,1,A bargain is a good deal or agreement.,approved
2,benchmark,a standard used for comparison,a sudden loss,a private note,1,A benchmark is a standard used for comparison.,approved
2,bias,an unfair preference,a public meeting,a product feature,1,Bias is an unfair preference for or against something.,approved
2,breakthrough,an important discovery or progress,a minor delay,a basic routine,1,A breakthrough is an important discovery or advance.,approved
2,capability,the ability to do something,a broken agreement,a yearly fee,1,Capability is the ability to do something.,approved
2,casualty,a person hurt or killed in an event,a business advantage,a short answer,1,A casualty is a person hurt or killed in an accident or conflict.,approved
2,certainty,the state of being sure,a travel document,a product sample,1,Certainty is the state of being sure.,approved
2,circulation,the movement or spread of something,a private disagreement,a fixed deadline,1,Circulation is the movement or spread of something.,approved
2,collaboration,working together,a serious shortage,a final payment,1,Collaboration means working together.,approved
2,companion,a person who spends time with you,a legal rule,a product category,1,A companion is a person who spends time with you.,approved
2,compensation,payment for work or loss,a local guideline,a short interview,1,Compensation is payment for work loss or damage.,approved
2,competence,the ability to do something well,a hidden cost,a public holiday,1,Competence is the ability to do something well.,approved
2,complexity,the state of being complicated,a good bargain,a work location,1,Complexity is the state of being complicated.,approved
2,compromise,an agreement where each side gives up something,a complete refusal,a single instruction,1,A compromise is an agreement where each side gives up something.,approved
2,concentration,focused attention,a small profit,a casual meeting,1,Concentration is focused attention.,approved
2,confirmation,proof or official agreement,a quick complaint,a broken system,1,Confirmation is proof or official agreement.,approved
2,consensus,general agreement,a private mistake,a product delay,1,Consensus is general agreement among a group.,approved
2,consistency,the quality of staying the same,a sudden change,a legal notice,1,Consistency is the quality of staying the same.,approved
2,constraint,a limit or restriction,a public reward,a sales goal,1,A constraint is a limit or restriction.,approved
2,consultation,a meeting to get advice,a final product,a short payment,1,A consultation is a meeting to get advice.,approved
2,consumption,the use of goods energy or resources,a formal promise,a business location,1,Consumption is the use of goods energy or resources.,approved
2,context,the situation around something,a written permission,a machine part,1,Context is the situation around something that helps explain it.,approved
2,controversy,strong public disagreement,a normal routine,a private benefit,1,Controversy is strong public disagreement.,approved
2,convention,a usual way or formal meeting,a sudden failure,a product price,1,A convention is a usual way of doing something or a formal meeting.,approved
2,coordination,organizing people or things to work together,a business loss,a short document,1,Coordination is organizing people or things to work together.,approved
2,credibility,the quality of being trusted,a work schedule,a personal delay,1,Credibility is the quality of being trusted or believed.,approved
2,curiosity,the desire to learn or know,a financial loss,a local restriction,1,Curiosity is the desire to learn or know something.,approved
2,dedication,strong effort or loyalty,a short message,a late shipment,1,Dedication is strong effort loyalty or commitment.,approved
2,deficiency,a lack or shortage,a business success,a public celebration,1,A deficiency is a lack or shortage of something needed.,approved
