level,word,choice_1,choice_2,choice_3,answer,explanation,status
4,euphoria,intense happiness,lack of intense happiness,a formal decision about intense happiness,1,Euphoria means intense happiness.,approved
4,fallacy,a mistaken belief or faulty argument,doubt or refusal to accept,a careful judgment involving mistaken belief or faulty argument,1,Fallacy means a mistaken belief or faulty argument.,approved
4,feasibility,the possibility of being done successfully,lack of possibility of being done successfully,a careful judgment involving possibility of being done successfully,1,Feasibility means the possibility of being done successfully.,approved
4,fidelity,faithfulness or accuracy,lack of faithfulness or accuracy,a social situation shaped by faithfulness or accuracy,1,Fidelity means faithfulness or accuracy.,approved
4,foresight,the ability to anticipate future events,inability or lack of skill,a written record concerning ability to anticipate future events,1,Foresight means the ability to anticipate future events.,approved
4,fragility,the quality of being easily broken or damaged,lack of quality of being easily broken or damaged,a formal decision about quality of being easily broken or damaged,1,Fragility means the quality of being easily broken or damaged.,approved
4,futility,the quality of being useless or ineffective,lack of quality of being useless or ineffective,a social situation shaped by quality of being useless or ineffective,1,Futility means the quality of being useless or ineffective.,approved
4,grievance,a complaint about unfair treatment,lack of complaint about unfair treatment,a personal reaction connected to complaint about unfair treatment,1,Grievance means a complaint about unfair treatment.,approved
4,hardship,severe difficulty,lack of severe difficulty,a long-term result caused by severe difficulty,1,Hardship means severe difficulty.,approved
4,hegemony,dominant influence by one group or state,lack of dominant influence by one group or state,a personal reaction connected to dominant influence by one group or state,1,Hegemony means dominant influence by one group or state.,approved
4,hypocrisy,pretending to have virtues one does not have,lack of pretending to have virtues one does not have,a personal reaction connected to pretending to have virtues one does not have,1,Hypocrisy means pretending to have virtues one does not have.,approved
4,ideology,a system of ideas or beliefs,doubt or refusal to accept,a formal decision about system of ideas or beliefs,1,Ideology means a system of ideas or beliefs.,approved
4,impartiality,fairness without bias,lack of fairness without bias,a rule used when dealing with fairness without bias,1,Impartiality means fairness without bias.,approved
4,impasse,a situation with no clear progress or solution,confusion or lack of clear understanding,a formal decision about situation with no clear progress or solution,1,Impasse means a situation with no clear progress or solution.,approved
4,impetus,a force or motivation that causes action,lack of force or motivation that causes action,a written record concerning force or motivation that causes action,1,Impetus means a force or motivation that causes action.,approved
4,inadequacy,insufficient quality or ability,inability or lack of skill,a long-term result caused by insufficient quality or ability,1,Inadequacy means insufficient quality or ability.,approved
4,inconsistency,lack of agreement or sameness,strong presence of agreement or sameness,a social situation shaped by lack of agreement or sameness,1,Inconsistency means lack of agreement or sameness.,approved
4,indifference,lack of interest or concern,strong interest and active concern,a written record concerning lack of interest or concern,1,Indifference means lack of interest or concern.,approved
4,inertia,resistance to change or motion,lack of resistance to change or motion,a long-term result caused by resistance to change or motion,1,Inertia means resistance to change or motion.,approved
4,ingenuity,cleverness and inventiveness,lack of cleverness and inventiveness,a public discussion about cleverness and inventiveness,1,Ingenuity means cleverness and inventiveness.,approved
4,integrity,honesty and strong moral principles,lack of honesty and strong moral principles,a public discussion about honesty and strong moral principles,1,Integrity means honesty and strong moral principles.,approved
4,intuition,understanding without conscious reasoning,lack of understanding without conscious reasoning,a careful judgment involving understanding without conscious reasoning,1,Intuition means understanding without conscious reasoning.,approved
4,irony,a contrast between expectation and reality,lack of contrast between expectation and reality,a personal reaction connected to contrast between expectation and reality,1,Irony means a contrast between expectation and reality.,approved
4,legitimacy,the quality of being lawful or accepted as valid,lack of quality of being lawful or accepted as valid,a rule used when dealing with quality of being lawful or accepted as valid,1,Legitimacy means the quality of being lawful or accepted as valid.,approved
4,liability,legal responsibility or a source of risk,lack of legal responsibility or a source of risk,a social situation shaped by legal responsibility or a source of risk,1,Liability means legal responsibility or a source of risk.,approved
4,longevity,long life or long duration,lack of long life or long duration,a long-term result caused by long life or long duration,1,Longevity means long life or long duration.,approved
4,malpractice,improper professional behavior,lack of improper professional behavior,a long-term result caused by improper professional behavior,1,Malpractice means improper professional behavior.,approved
4,mediation,helping opposing sides reach agreement,clear disagreement or refusal to cooperate,a personal reaction connected to helping opposing sides reach agreement,1,Mediation means helping opposing sides reach agreement.,approved
4,misconception,an incorrect belief,doubt or refusal to accept,a rule used when dealing with incorrect belief,1,Misconception means an incorrect belief.,approved
4,moderation,avoidance of extremes,lack of avoidance of extremes,a social situation shaped by avoidance of extremes,1,Moderation means avoidance of extremes.,approved
4,negligence,failure to take proper care,lack of failure to take proper care,a written record concerning failure to take proper care,1,Negligence means failure to take proper care.,approved
4,neutrality,the state of not supporting either side,lack of state of not supporting either side,a careful judgment involving state of not supporting either side,1,Neutrality means the state of not supporting either side.,approved
4,notoriety,fame for something bad,lack of fame for something bad,a written record concerning fame for something bad,1,Notoriety means fame for something bad.,approved
4,nuance,a subtle difference in meaning or expression,lack of subtle difference in meaning or expression,a formal decision about subtle difference in meaning or expression,1,Nuance means a subtle difference in meaning or expression.,approved
4,obscurity,the state of being unknown or hard to understand,lack of state of being unknown or hard to understand,a rule used when dealing with state of being unknown or hard to understand,1,Obscurity means the state of being unknown or hard to understand.,approved
4,paradox,a statement or situation that seems contradictory but may be true,lack of statement or situation that seems contradictory but may be true,a rule used when dealing with statement or situation that seems contradictory but may be true,1,Paradox means a statement or situation that seems contradictory but may be true.,approved
4,perception,the way something is seen or understood,lack of way something is seen or understood,a rule used when dealing with way something is seen or understood,1,Perception means the way something is seen or understood.,approved
4,perseverance,continued effort despite difficulty,lack of continued effort despite difficulty,a social situation shaped by continued effort despite difficulty,1,Perseverance means continued effort despite difficulty.,approved
4,plausibility,the quality of seeming reasonable or believable,lack of quality of seeming reasonable or believable,a rule used when dealing with quality of seeming reasonable or believable,1,Plausibility means the quality of seeming reasonable or believable.,approved
4,polarization,division into strongly opposed groups or views,lack of division into strongly opposed groups or views,a public discussion about division into strongly opposed groups or views,1,Polarization means division into strongly opposed groups or views.,approved
4,pragmatism,practical thinking focused on results,lack of practical thinking focused on results,a formal decision about practical thinking focused on results,1,Pragmatism means practical thinking focused on results.,approved
4,precedent,an earlier example used as a guide,lack of earlier example used as a guide,a public discussion about earlier example used as a guide,1,Precedent means an earlier example used as a guide.,approved
4,predisposition,a tendency to think or act in a certain way,lack of tendency to think or act in a certain way,a written record concerning tendency to think or act in a certain way,1,Predisposition means a tendency to think or act in a certain way.,approved
4,presumption,an assumption made before proof,lack of assumption made before proof,a formal decision about assumption made before proof,1,Presumption means an assumption made before proof.,approved
4,probability,the chance that something will happen,lack of chance that something will happen,a long-term result caused by chance that something will happen,1,Probability means the chance that something will happen.,approved
4,proliferation,rapid increase or spread,decrease or gradual loss,a careful judgment involving rapid increase or spread,1,Proliferation means rapid increase or spread.,approved
4,rationale,the reason behind a decision or action,lack of reason behind a decision or action,a social situation shaped by reason behind a decision or action,1,Rationale means the reason behind a decision or action.,approved
4,reciprocity,mutual exchange or response,lack of mutual exchange or response,a written record concerning mutual exchange or response,1,Reciprocity means mutual exchange or response.,approved
4,redundancy,unnecessary repetition or excess,lack of unnecessary repetition or excess,a personal reaction connected to unnecessary repetition or excess,1,Redundancy means unnecessary repetition or excess.,approved
4,rehabilitation,restoration to health ability or reputation,inability or lack of skill,a personal reaction connected to restoration to health ability or reputation,1,Rehabilitation means restoration to health ability or reputation.,approved
4,reluctance,unwillingness or hesitation,lack of unwillingness or hesitation,a formal decision about unwillingness or hesitation,1,Reluctance means unwillingness or hesitation.,approved
4,resentment,bitter anger at unfair treatment,lack of bitter anger at unfair treatment,a long-term result caused by bitter anger at unfair treatment,1,Resentment means bitter anger at unfair treatment.,approved
4,resilience,the ability to recover from difficulty,inability or lack of skill,a careful judgment involving ability to recover from difficulty,1,Resilience means the ability to recover from difficulty.,approved
4,restraint,self-control or a limit,lack of self-control or a limit,a formal decision about self-control or a limit,1,Restraint means self-control or a limit.,approved
4,reverence,deep respect,lack of deep respect,a rule used when dealing with deep respect,1,Reverence means deep respect.,approved
4,scrutiny,careful examination,lack of careful examination,a long-term result caused by careful examination,1,Scrutiny means careful examination.,approved
4,skepticism,doubt or questioning attitude,lack of doubt or questioning attitude,a formal decision about doubt or questioning attitude,1,Skepticism means doubt or questioning attitude.,approved
4,solidarity,unity based on shared interests,lack of unity based on shared interests,a personal reaction connected to unity based on shared interests,1,Solidarity means unity based on shared interests.,approved
4,sophistry,clever but false reasoning,lack of clever but false reasoning,a written record concerning clever but false reasoning,1,Sophistry means clever but false reasoning.,approved
4,stagnation,lack of growth or progress,strong presence of growth or progress,a formal decision about lack of growth or progress,1,Stagnation means lack of growth or progress.,approved
4,stereotype,an oversimplified fixed idea about a group,lack of oversimplified fixed idea about a group,a social situation shaped by oversimplified fixed idea about a group,1,Stereotype means an oversimplified fixed idea about a group.,approved
4,susceptibility,the state of being easily affected or harmed,lack of state of being easily affected or harmed,a social situation shaped by state of being easily affected or harmed,1,Susceptibility means the state of being easily affected or harmed.,approved
4,threshold,the point at which something begins or changes,lack of point at which something begins or changes,a public discussion about point at which something begins or changes,1,Threshold means the point at which something begins or changes.,approved
4,turmoil,great confusion or disorder,disorder or confusion,a rule used when dealing with great confusion or disorder,1,Turmoil means great confusion or disorder.,approved
4,validity,the quality of being logically or legally sound,lack of quality of being logically or legally sound,a formal decision about quality of being logically or legally sound,1,Validity means the quality of being logically or legally sound.,approved
4,variability,the quality of being likely to change,lack of quality of being likely to change,a careful judgment involving quality of being likely to change,1,Variability means the quality of being likely to change.,approved
4,verification,the act of proving something is true,lack of act of proving something is true,a rule used when dealing with act of proving something is true,1,Verification means the act of proving something is true.,approved
4,viability,the ability to work or succeed,inability or lack of skill,a formal decision about ability to work or succeed,1,Viability means the ability to work or succeed.,approved
4,vindication,proof that someone or something was right,lack of proof that someone or something was right,a formal decision about proof that someone or something was right,1,Vindication means proof that someone or something was right.,approved
4,vulnerability,openness to harm or attack,lack of openness to harm or attack,a formal decision about openness to harm or attack,1,Vulnerability means openness to harm or attack.,approved
4,anachronism,something placed in the wrong historical time,lack of something placed in the wrong historical time,a formal decision about something placed in the wrong historical time,1,Anachronism means something placed in the wrong historical time.,approved
4,asceticism,strict self-denial for spiritual or moral reasons,lack of strict self-denial for spiritual or moral reasons,a social situation shaped by strict self-denial for spiritual or moral reasons,1,Asceticism means strict self-denial for spiritual or moral reasons.,approved
4,benevolence,kindness and desire to help others,lack of kindness and desire to help others,a personal reaction connected to kindness and desire to help others,1,Benevolence means kindness and desire to help others.,approved
4,cacophony,a harsh mixture of sounds,lack of harsh mixture of sounds,a personal reaction connected to harsh mixture of sounds,1,Cacophony means a harsh mixture of sounds.,approved
4,capitulation,the act of surrendering,lack of act of surrendering,a long-term result caused by act of surrendering,1,Capitulation means the act of surrendering.,approved
4,catharsis,emotional release,lack of emotional release,a long-term result caused by emotional release,1,Catharsis means emotional release.,approved
4,clairvoyance,supposed ability to see future or hidden events,inability or lack of skill,a careful judgment involving supposed ability to see future or hidden events,1,Clairvoyance means supposed ability to see future or hidden events.,approved
4,condescension,an attitude of superiority toward others,lack of attitude of superiority toward others,a careful judgment involving attitude of superiority toward others,1,Condescension means an attitude of superiority toward others.,approved
4,conundrum,a difficult problem or puzzle,lack of difficult problem or puzzle,a public discussion about difficult problem or puzzle,1,Conundrum means a difficult problem or puzzle.,approved
4,decadence,moral or cultural decline after luxury,increase or steady growth,a written record concerning moral or cultural decline after luxury,1,Decadence means moral or cultural decline after luxury.,approved
4,delineation,clear description or marking of boundaries,confusion or lack of clear understanding,a social situation shaped by clear description or marking of boundaries,1,Delineation means clear description or marking of boundaries.,approved
4,denunciation,public condemnation,lack of public condemnation,a rule used when dealing with public condemnation,1,Denunciation means public condemnation.,approved
4,despotism,rule by an absolute and oppressive power,lack of rule by an absolute and oppressive power,a written record concerning rule by an absolute and oppressive power,1,Despotism means rule by an absolute and oppressive power.,approved
4,detachment,emotional distance or separation,lack of emotional distance or separation,a public discussion about emotional distance or separation,1,Detachment means emotional distance or separation.,approved
4,dissonance,lack of harmony or agreement,strong presence of harmony or agreement,a personal reaction connected to lack of harmony or agreement,1,Dissonance means lack of harmony or agreement.,approved
4,dogmatism,stubborn assertion of beliefs as unquestionable,doubt or refusal to accept,a written record concerning stubborn assertion of beliefs as unquestionable,1,Dogmatism means stubborn assertion of beliefs as unquestionable.,approved
4,eccentricity,unusual behavior or quality,lack of unusual behavior or quality,a written record concerning unusual behavior or quality,1,Eccentricity means unusual behavior or quality.,approved
4,egotism,excessive self-importance,lack of excessive self-importance,a careful judgment involving excessive self-importance,1,Egotism means excessive self-importance.,approved
4,empiricism,belief that knowledge comes from experience and evidence,doubt or refusal to accept,a formal decision about knowledge comes from experience and evidence,1,Empiricism means belief that knowledge comes from experience and evidence.,approved
4,endearment,an expression of affection,lack of expression of affection,a public discussion about expression of affection,1,Endearment means an expression of affection.,approved
4,enlightenment,greater knowledge or spiritual insight,lack of greater knowledge or spiritual insight,a careful judgment involving greater knowledge or spiritual insight,1,Enlightenment means greater knowledge or spiritual insight.,approved
4,epiphany,a sudden realization,lack of sudden realization,a long-term result caused by sudden realization,1,Epiphany means a sudden realization.,approved
4,equanimity,calmness under stress,lack of calmness under stress,a public discussion about calmness under stress,1,Equanimity means calmness under stress.,approved
4,esotericism,interest in knowledge understood by few,lack of interest in knowledge understood by few,a long-term result caused by interest in knowledge understood by few,1,Esotericism means interest in knowledge understood by few.,approved
4,fallibility,the ability to make mistakes,inability or lack of skill,a public discussion about ability to make mistakes,1,Fallibility means the ability to make mistakes.,approved
4,fanaticism,extreme and uncritical enthusiasm,lack of extreme and uncritical enthusiasm,a rule used when dealing with extreme and uncritical enthusiasm,1,Fanaticism means extreme and uncritical enthusiasm.,approved
4,fatalism,belief that events are fixed and unavoidable,doubt or refusal to accept,a rule used when dealing with events are fixed and unavoidable,1,Fatalism means belief that events are fixed and unavoidable.,approved
4,fervor,intense passion or enthusiasm,lack of intense passion or enthusiasm,a written record concerning intense passion or enthusiasm,1,Fervor means intense passion or enthusiasm.,approved
4,fortitude,courage in facing difficulty,lack of courage in facing difficulty,a rule used when dealing with courage in facing difficulty,1,Fortitude means courage in facing difficulty.,approved
4,grandiosity,exaggerated sense of importance,lack of exaggerated sense of importance,a rule used when dealing with exaggerated sense of importance,1,Grandiosity means exaggerated sense of importance.,approved
4,gullibility,tendency to believe things too easily,lack of tendency to believe things too easily,a formal decision about tendency to believe things too easily,1,Gullibility means tendency to believe things too easily.,approved
4,hedonism,pursuit of pleasure as the main goal,lack of pursuit of pleasure as the main goal,a personal reaction connected to pursuit of pleasure as the main goal,1,Hedonism means pursuit of pleasure as the main goal.,approved
4,heresy,belief opposed to established doctrine,doubt or refusal to accept,a public discussion about belief opposed to established doctrine,1,Heresy means belief opposed to established doctrine.,approved
4,hubris,excessive pride,lack of excessive pride,a written record concerning excessive pride,1,Hubris means excessive pride.,approved
4,iconoclasm,attack on established beliefs or institutions,doubt or refusal to accept,a long-term result caused by attack on established beliefs or institutions,1,Iconoclasm means attack on established beliefs or institutions.,approved
4,idealism,belief in noble principles over practical limits,doubt or refusal to accept,a careful judgment involving noble principles over practical limits,1,Idealism means belief in high principles or perfect ideals.,approved
4,idiosyncrasy,a distinctive personal habit or trait,lack of distinctive personal habit or trait,a written record concerning distinctive personal habit or trait,1,Idiosyncrasy means a distinctive personal habit or trait.,approved
4,illusion,a false appearance or belief,doubt or refusal to accept,a personal reaction connected to false appearance or belief,1,Illusion means a false appearance or belief.,approved
4,immutability,the quality of being unchangeable,lack of quality of being unchangeable,a careful judgment involving quality of being unchangeable,1,Immutability means the quality of being unchangeable.,approved
4,incredulity,unwillingness or inability to believe,inability or lack of skill,a written record concerning unwillingness or inability to believe,1,Incredulity means unwillingness or inability to believe.,approved
4,indoctrination,teaching someone to accept beliefs uncritically,doubt or refusal to accept,a personal reaction connected to teaching someone to accept beliefs uncritically,1,Indoctrination means teaching someone to accept beliefs uncritically.,approved
4,insularity,narrowness from being isolated,lack of narrowness from being isolated,a careful judgment involving narrowness from being isolated,1,Insularity means narrowness from being isolated.,approved
4,intolerance,unwillingness to accept different views,lack of unwillingness to accept different views,a public discussion about unwillingness to accept different views,1,Intolerance means unwillingness to accept different views.,approved
4,irrelevance,lack of connection to the matter,strong presence of connection to the matter,a formal decision about lack of connection to the matter,1,Irrelevance means lack of connection to the matter.,approved
4,jurisprudence,the theory or study of law,lack of theory or study of law,a public discussion about theory or study of law,1,Jurisprudence means the theory or study of law.,approved
4,labyrinth,a complicated maze or system,lack of complicated maze or system,a careful judgment involving complicated maze or system,1,Labyrinth means a complicated maze or system.,approved
4,magnanimity,generosity toward a rival or weaker person,lack of generosity toward a rival or weaker person,a public discussion about generosity toward a rival or weaker person,1,Magnanimity means generosity toward a rival or weaker person.,approved
4,malice,desire to harm someone,lack of desire to harm someone,a long-term result caused by desire to harm someone,1,Malice means desire to harm someone.,approved
4,melancholy,deep sadness,lack of deep sadness,a formal decision about deep sadness,1,Melancholy means deep sadness.,approved
4,metaphysics,the study of reality and existence,lack of study of reality and existence,a written record concerning study of reality and existence,1,Metaphysics means the study of reality and existence.,approved
4,narcissism,excessive self-love,lack of excessive self-love,a public discussion about excessive self-love,1,Narcissism means excessive self-love.,approved
4,nihilism,rejection of meaning or moral principles,lack of rejection of meaning or moral principles,a public discussion about rejection of meaning or moral principles,1,Nihilism means rejection of meaning or moral principles.,approved
4,nostalgia,longing for the past,lack of longing for the past,a social situation shaped by longing for the past,1,Nostalgia means longing for the past.,approved
4,obfuscation,the act of making something unclear,confusion or lack of clear understanding,a rule used when dealing with act of making something unclear,1,Obfuscation means the act of making something unclear.,approved
4,obstinacy,stubborn refusal to change,lack of stubborn refusal to change,a rule used when dealing with stubborn refusal to change,1,Obstinacy means stubborn refusal to change.,approved
4,orthodoxy,accepted traditional belief,doubt or refusal to accept,a long-term result caused by accepted traditional belief,1,Orthodoxy means accepted traditional belief.,approved
4,paternalism,controlling others while claiming to help them,lack of controlling others while claiming to help them,a long-term result caused by controlling others while claiming to help them,1,Paternalism means controlling others while claiming to help them.,approved
4,pessimism,expectation of bad outcomes,lack of expectation of bad outcomes,a long-term result caused by expectation of bad outcomes,1,Pessimism means expectation of bad outcomes.,approved
4,philanthropy,charitable giving or concern for human welfare,lack of charitable giving or concern for human welfare,a public discussion about charitable giving or concern for human welfare,1,Philanthropy means charitable giving or concern for human welfare.,approved
4,pluralism,acceptance of diverse groups or views,lack of acceptance of diverse groups or views,a personal reaction connected to acceptance of diverse groups or views,1,Pluralism means acceptance of diverse groups or views.,approved
4,pretense,false appearance or claim,lack of false appearance or claim,a social situation shaped by false appearance or claim,1,Pretense means false appearance or claim.,approved
4,proclivity,a natural tendency,lack of natural tendency,a formal decision about natural tendency,1,Proclivity means a natural tendency.,approved
4,procrastination,delay in doing something,lack of delay in doing something,a formal decision about delay in doing something,1,Procrastination means delay in doing something.,approved
4,profundity,great depth of thought or meaning,lack of great depth of thought or meaning,a rule used when dealing with great depth of thought or meaning,1,Profundity means great depth of thought or meaning.,approved
4,quagmire,a difficult or complicated situation,lack of difficult or complicated situation,a social situation shaped by difficult or complicated situation,1,Quagmire means a difficult or complicated situation.,approved
4,rationalism,reliance on reason as the basis for knowledge,lack of reliance on reason as the basis for knowledge,a careful judgment involving reliance on reason as the basis for knowledge,1,Rationalism means reliance on reason as the basis for knowledge.,approved
4,realism,practical acceptance of facts as they are,lack of practical acceptance of facts as they are,a careful judgment involving practical acceptance of facts as they are,1,Realism means practical acceptance of reality.,approved
4,redemption,the act of being saved or restored,lack of act of being saved or restored,a public discussion about act of being saved or restored,1,Redemption means the act of being saved or restored.,approved
4,rhetoric,persuasive language,lack of persuasive language,a formal decision about persuasive language,1,Rhetoric means persuasive language.,approved
4,rigor,strictness or thoroughness,lack of strictness or thoroughness,a rule used when dealing with strictness or thoroughness,1,Rigor means strictness or thoroughness.,approved
4,sanctity,sacredness or great importance,lack of sacredness or great importance,a personal reaction connected to sacredness or great importance,1,Sanctity means sacredness or great importance.,approved
4,sarcasm,mocking language that often means the opposite,lack of mocking language that often means the opposite,a formal decision about mocking language that often means the opposite,1,Sarcasm means mocking language that often means the opposite.,approved
4,sectarianism,excessive loyalty to a particular group or sect,lack of excessive loyalty to a particular group or sect,a personal reaction connected to excessive loyalty to a particular group or sect,1,Sectarianism means excessive loyalty to a particular group or sect.,approved
